scorer,,,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva
bodyparts,,,White,White,Brown,Brown,Orange,Orange,Green,Green,Red,Red
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,5Bugs2SegmentsTrial05,img026.png,574.7255970945859,966.7282040630753,524.9244772962631,887.3356959227486,522.2503382361472,1019.2916607235325,486.3229303921185,996.3099548848918,547.3181919181957,885.772690547241
labeled-data,5Bugs2SegmentsTrial05,img057.png,460.4865095710289,913.4735953451101,453.2949285177359,963.2819530105095,548.649966187324,1029.8706664669257,535.3322234960408,1042.1229897429064,444.2388634876633,937.9782418970713
labeled-data,5Bugs2SegmentsTrial05,img082.png,463.41641296311116,1035.996828104916,559.3041603403506,1045.3192479888144,592.0658073609075,976.5996957017928,600.8555175371544,989.917438393076,489.5191886380263,1057.3052164109693
labeled-data,5Bugs2SegmentsTrial05,img198.png,540.1799559473575,567.8662120778052,522.6535696580321,584.341015189771,631.667692377636,636.2191186061742,512.1377378844369,614.1358718816242,641.1319409738717,613.6100802929444
labeled-data,5Bugs2SegmentsTrial05,img202.png,547.5410381888742,552.7935198689854,523.3546251096052,565.9383095859794,619.7497497008947,622.8990650262868,509.68404380393133,593.8052637860068,636.7503444015404,596.9600133180853
labeled-data,5Bugs2SegmentsTrial05,img243.png,630.9666369260628,501.26594417836884,634.8224419097145,549.8140341998001,550.8710515838459,504.24542984755413,598.1922945650244,605.7232064627481,652.3488281990399,505.29701302491367
labeled-data,5Bugs2SegmentsTrial05,img277.png,576.8101032920474,491.27590399345326,509.15825221525154,576.6294052224678,557.5310783737896,481.8116553972176,558.9331892769355,540.5250494664575,605.5533768065411,491.27590399345326
labeled-data,5Bugs2SegmentsTrial05,img282.png,589.0785736945752,492.15222330791954,493.91029614353846,548.5871871595473,566.9953269700252,480.40954449407155,577.861686469407,528.7823706526095,614.3165699512037,496.53381988025086
labeled-data,5Bugs2SegmentsTrial05,img353.png,544.2110247939023,606.7747896401074,487.0750054907016,491.2759039934533,489.87922729699363,568.3920036664849,470.60020237873573,500.9154164525823,507.405613586319,483.91482175193664
labeled-data,5Bugs2SegmentsTrial05,img374.png,396.6862344168255,579.3482603152626,408.91286302778263,504.85112784850065,428.9588471457472,521.4850295634075,395.122363315424,518.4994574607318,430.52271824714865,492.9088394377984
labeled-data,5Bugs2SegmentsTrial05,img394.png,321.6071987192709,545.052642205828,348.597833604832,530.1552138599014,377.16584325643237,573.6206518574284,332.82408594443916,540.8463094963898,368.5779139746629,511.75250825610976
labeled-data,5Bugs2SegmentsTrial05,img436.png,398.89856225519577,510.70092507875023,372.25845509542125,597.9823287995906,294.2660361079233,564.8574587127656,420.8065451168525,541.3721010850696,361.3920955960395,538.0420876900978
labeled-data,5Bugs2SegmentsTrial05,img439.png,417.8270594476672,515.6083132397613,361.742623321826,613.5808125970901,303.730284704159,554.3416269391704,435.35344573699257,544.351586754255,348.94836133061847,541.0215733592831
labeled-data,5Bugs2SegmentsTrial05,img470.png,408.7484614947617,675.1057927845735,407.644394967611,567.690301953513,404.6891925607823,554.5560690342741,390.8982479955815,665.5403372018424,319.6450344087107,617.6003870466205
labeled-data,5Bugs2SegmentsTrial05,img520.png,229.3471830889436,669.808962900595,298.3019059149476,760.4351700433431,355.4358191136366,743.6890230713136,235.58594372558207,713.1519315340832,227.37704815105778,699.6893427918634
labeled-data,5Bugs2SegmentsTrial05,img562.png,300.0418395870763,829.6755483659895,331.7457719154884,846.593790281151,243.45813973636783,839.4852852747806,232.36887192642996,859.9577796931273,216.58799081228767,853.9866354877762
labeled-data,5Bugs2SegmentsTrial05,img598.png,276.71567397404453,949.9169349337934,226.9073163086452,842.0432191343991,336.1128063771679,918.7534170361905,333.18290298508555,933.4029339966021,320.66422485527926,945.3889024187571
labeled-data,5Bugs2SegmentsTrial05,img734.png,752.7731865880877,1032.7145828562475,649.5763787675065,1005.6196943008956,707.9080917553272,1109.2317324390792,699.6510912867316,1049.035535474479,633.5950875379666,1082.3298922026872
labeled-data,5Bugs2SegmentsTrial05,img898.png,734.277222284068,1083.6616664718154,681.2726063727607,947.8206910207263,731.08096403816,1060.2224393351569,703.6464140941165,956.6104011969733,646.3801205215985,1014.4094044771425
