scorer,,,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva,Yuva
bodyparts,,,White,White,Pink,Pink,Yellow,Yellow,Orange,Orange,Green,Green,Blue,Blue,Red,Red
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,7Bugs2SegmentsTrial03,img002.png,510.22031830277535,1140.9044388006832,499.4172650671065,1126.2122864001735,628.621781765706,1059.2333563390266,557.3216304102916,1065.4991272157147,521.4554936678709,1149.3308203245049,545.006149721629,1152.3556752304921,646.1227280074895,1078.6788521632304
labeled-data,7Bugs2SegmentsTrial03,img013.png,482.4431787792371,1164.4034244956501,472.32345036784983,1148.2118590374303,590.5218782128533,1117.8526738032685,511.58799660403247,1079.397705839997,495.3964311458128,1173.308785497671,511.992785740488,1176.1423094528593,590.5218782128533,1065.6348752005101
labeled-data,7Bugs2SegmentsTrial03,img018.png,464.71968319934297,1180.2643715783151,453.4845078342473,1164.059791724812,565.6202004204902,1136.1879143767862,490.86307202966157,1089.5187243986968,482.0045683764131,1184.8016539372961,563.8917119027831,1069.641106445066,498.64127035934314,1189.1228752315635
labeled-data,7Bugs2SegmentsTrial03,img033.png,414.8095772505528,1215.2662640618823,407.89562317972474,1205.1113940203536,477.46728601743223,1168.5970740837927,442.0332714044383,1121.2797009115632,427.9893021980688,1222.8284013268503,452.62026357539384,1224.7729509092708,490.6470109649482,1085.4135641691425
labeled-data,7Bugs2SegmentsTrial03,img042.png,375.70252453743154,1228.445989009398,367.7082651430366,1218.2911189678696,432.9587066864765,1142.453685253474,404.22258507959737,1135.1076090532192,388.23406629080745,1237.52055372736,413.7292719269859,1236.87237053322,447.002675892846,1098.5932891166585
labeled-data,7Bugs2SegmentsTrial03,img055.png,311.45558913066674,1224.7604254245437,312.4507798315586,1212.3916267134591,371.35399194670595,1118.9738755274038,360.8466056113149,1175.1227212571498,325.05582090638893,1244.0774440831538,354.93620079765736,1249.3311372508495,385.14493651190674,1107.8097775460508
labeled-data,7Bugs2SegmentsTrial03,img063.png,277.11587075116717,1204.3463895024563,279.41436151203396,1189.8987332912934,325.05582090638893,1115.0336056516321,334.9064955958181,1197.450917219856,285.6531221486724,1227.9880087570862,315.5335020399408,1247.3610023129636,350.66757509890476,1106.1679984311459
labeled-data,7Bugs2SegmentsTrial03,img078.png,220.63866919844008,1126.854415278947,234.1012579406599,1114.0485381826893,248.22055832884166,1107.153065900089,277.7725823971291,1207.3015919092852,231.47441135681214,1172.495874673302,252.16082820461332,1215.8388433067903,277.7725823971291,1098.6158145025836
labeled-data,7Bugs2SegmentsTrial03,img115.png,279.3524472166316,946.197200961983,295.06738359234583,956.8513951150096,301.1935452303361,967.5055892680361,222.0861536441136,1051.940077930772,303.05802920711574,1005.5943333651063,180.2684415934842,1037.8232706780118,306.78699716067507,981.3560416669708
labeled-data,7Bugs2SegmentsTrial03,img127.png,338.74957961975485,930.215909732443,352.06732231103814,942.4682330084236,354.1981611416435,954.9869111382299,223.95063762089325,993.3420100891258,349.13741891895586,986.683138743484,206.37121726839936,973.8981057598522,354.7308708492947,968.5710086833388
labeled-data,7Bugs2SegmentsTrial03,img310.png,248.63461525150137,904.5207298152867,249.43367981297837,927.4272472442939,267.27945501929787,921.8337953139549,183.64403091803908,1030.5065756748263,288.3214884715254,947.1375064273931,166.8636751270222,1019.3196718141484,277.6672943184989,933.5534088822842
labeled-data,7Bugs2SegmentsTrial03,img319.png,288.58784332535106,880.5487929709768,273.1392618034625,899.7263424464247,303.5037151395883,897.5955036158194,195.89635419401964,982.8290568400323,314.4242641464406,923.9646341445604,181.51319208743374,972.4412175408313,309.89623163140425,910.1141817456257
